start_time,end_time,carbon_intensity,water_intensity,season,interval_minutes
2025-03-19 23:00:00+00:00,2025-03-19 23:15:00+00:00,544.9399604773484,1.389266665808202,spring,15
2025-03-19 23:15:00+00:00,2025-03-19 23:30:00+00:00,542.490788652118,1.3883915575063988,spring,15
2025-03-19 23:30:00+00:00,2025-03-19 23:45:00+00:00,541.9932233423573,1.3839248122438894,spring,15
2025-03-19 23:45:00+00:00,2025-03-20 00:00:00+00:00,542.4546989039513,1.3888157173432076,spring,15
2025-03-20 00:00:00+00:00,2025-03-20 00:15:00+00:00,540.6383556556689,1.3947838262132435,spring,15
2025-03-20 00:15:00+00:00,2025-03-20 00:30:00+00:00,539.0879045681572,1.3912366130387008,spring,15
2025-03-20 00:30:00+00:00,2025-03-20 00:45:00+00:00,537.5705167067464,1.3872243493597538,spring,15
2025-03-20 00:45:00+00:00,2025-03-20 01:00:00+00:00,535.7769843497406,1.3869771258686514,spring,15
2025-03-20 01:00:00+00:00,2025-03-20 01:15:00+00:00,534.5915302987471,1.3941347617654727,spring,15
2025-03-20 01:15:00+00:00,2025-03-20 01:30:00+00:00,533.6302012615882,1.3899801190188257,spring,15
2025-03-20 01:30:00+00:00,2025-03-20 01:45:00+00:00,533.8214295774017,1.3866215706637053,spring,15
2025-03-20 01:45:00+00:00,2025-03-20 02:00:00+00:00,533.5668364356927,1.3878987690178723,spring,15
2025-03-20 02:00:00+00:00,2025-03-20 02:15:00+00:00,533.4630880104554,1.3839756526715894,spring,15
2025-03-20 02:15:00+00:00,2025-03-20 02:30:00+00:00,534.5168428605191,1.3903993090752813,spring,15
2025-03-20 02:30:00+00:00,2025-03-20 02:45:00+00:00,535.8879904977625,1.3945777197175,spring,15
2025-03-20 02:45:00+00:00,2025-03-20 03:00:00+00:00,536.9344181449217,1.3991303314884975,spring,15
2025-03-20 03:00:00+00:00,2025-03-20 03:15:00+00:00,536.974515261978,1.393793090809155,spring,15
2025-03-20 03:15:00+00:00,2025-03-20 03:30:00+00:00,537.1483228900714,1.3912187367039235,spring,15
2025-03-20 03:30:00+00:00,2025-03-20 03:45:00+00:00,534.6924395953686,1.3750021387399392,spring,15
2025-03-20 03:45:00+00:00,2025-03-20 04:00:00+00:00,533.5001622585702,1.3731525486269864,spring,15
2025-03-20 04:00:00+00:00,2025-03-20 04:15:00+00:00,531.8172732219724,1.366140716171975,spring,15
2025-03-20 04:15:00+00:00,2025-03-20 04:30:00+00:00,527.6792967530081,1.3536381768137848,spring,15
2025-03-20 04:30:00+00:00,2025-03-20 04:45:00+00:00,520.73508412194,1.3394526930403892,spring,15
2025-03-20 04:45:00+00:00,2025-03-20 05:00:00+00:00,507.63206195419065,1.3063819909960495,spring,15
2025-03-20 05:00:00+00:00,2025-03-20 05:15:00+00:00,493.7139992021667,1.2706468434174893,spring,15
2025-03-20 05:15:00+00:00,2025-03-20 05:30:00+00:00,479.045514080602,1.2348718772596199,spring,15
2025-03-20 05:30:00+00:00,2025-03-20 05:45:00+00:00,467.0435619358796,1.2025961267675893,spring,15
2025-03-20 05:45:00+00:00,2025-03-20 06:00:00+00:00,456.2220932082303,1.1706345831963787,spring,15
2025-03-20 06:00:00+00:00,2025-03-20 06:15:00+00:00,450.7635465697364,1.1484365414892028,spring,15
2025-03-20 06:15:00+00:00,2025-03-20 06:30:00+00:00,441.9659057589458,1.1269265244422866,spring,15
2025-03-20 06:30:00+00:00,2025-03-20 06:45:00+00:00,437.06392428741515,1.1120710494338404,spring,15
2025-03-20 06:45:00+00:00,2025-03-20 07:00:00+00:00,423.55954298027666,1.0849219897567075,spring,15
2025-03-20 07:00:00+00:00,2025-03-20 07:15:00+00:00,400.63311919537716,1.0501141824421327,spring,15
2025-03-20 07:15:00+00:00,2025-03-20 07:30:00+00:00,382.85474716392355,1.0149640178067625,spring,15
2025-03-20 07:30:00+00:00,2025-03-20 07:45:00+00:00,362.59690235876644,1.0101686181364995,spring,15
2025-03-20 07:45:00+00:00,2025-03-20 08:00:00+00:00,342.63968155096734,0.958092180162819,spring,15
2025-03-20 08:00:00+00:00,2025-03-20 08:15:00+00:00,322.0479913976737,0.9255965831987547,spring,15
2025-03-20 08:15:00+00:00,2025-03-20 08:30:00+00:00,310.45543954820107,0.8976286164085376,spring,15
2025-03-20 08:30:00+00:00,2025-03-20 08:45:00+00:00,297.62656737408054,0.8760821657087069,spring,15
2025-03-20 08:45:00+00:00,2025-03-20 09:00:00+00:00,283.80146585630064,0.8477338183258423,spring,15
2025-03-20 09:00:00+00:00,2025-03-20 09:15:00+00:00,265.370556869778,0.8178108783523754,spring,15
2025-03-20 09:15:00+00:00,2025-03-20 09:30:00+00:00,255.10642426894537,0.7895048967781677,spring,15
2025-03-20 09:30:00+00:00,2025-03-20 09:45:00+00:00,243.52740667131005,0.7635002273499272,spring,15
2025-03-20 09:45:00+00:00,2025-03-20 10:00:00+00:00,239.7419108395708,0.7490858332667448,spring,15
2025-03-20 10:00:00+00:00,2025-03-20 10:15:00+00:00,237.48249062353003,0.738081746816573,spring,15
2025-03-20 10:15:00+00:00,2025-03-20 10:30:00+00:00,231.01388491519435,0.723121223367406,spring,15
2025-03-20 10:30:00+00:00,2025-03-20 10:45:00+00:00,227.1807225399716,0.7139714901733157,spring,15
2025-03-20 10:45:00+00:00,2025-03-20 11:00:00+00:00,213.08682680466853,0.6941785398921069,spring,15
2025-03-20 11:00:00+00:00,2025-03-20 11:15:00+00:00,206.38740991958807,0.6887276860927279,spring,15
2025-03-20 11:15:00+00:00,2025-03-20 11:30:00+00:00,204.2287945531031,0.6812348137220212,spring,15
2025-03-20 11:30:00+00:00,2025-03-20 11:45:00+00:00,204.08497888420015,0.6833008481490698,spring,15
2025-03-20 11:45:00+00:00,2025-03-20 12:00:00+00:00,205.66355772604612,0.6858095975339245,spring,15
2025-03-20 12:00:00+00:00,2025-03-20 12:15:00+00:00,205.60357376009418,0.6842199043787787,spring,15
2025-03-20 12:15:00+00:00,2025-03-20 12:30:00+00:00,207.53416248676768,0.6980100098859767,spring,15
2025-03-20 12:30:00+00:00,2025-03-20 12:45:00+00:00,213.2268754664263,0.7059562081234093,spring,15
2025-03-20 12:45:00+00:00,2025-03-20 13:00:00+00:00,217.11465139103368,0.7173806044436929,spring,15
2025-03-20 13:00:00+00:00,2025-03-20 13:15:00+00:00,219.94379533389338,0.7339084265951545,spring,15
2025-03-20 13:15:00+00:00,2025-03-20 13:30:00+00:00,224.20060446335114,0.7589542003095079,spring,15
2025-03-20 13:30:00+00:00,2025-03-20 13:45:00+00:00,229.59595201638155,0.7897850426458445,spring,15
2025-03-20 13:45:00+00:00,2025-03-20 14:00:00+00:00,248.58498249117164,0.8224770023499223,spring,15
2025-03-20 14:00:00+00:00,2025-03-20 14:15:00+00:00,277.34672763242025,0.8704389474018516,spring,15
2025-03-20 14:15:00+00:00,2025-03-20 14:30:00+00:00,306.9476301757107,0.9262260167332953,spring,15
2025-03-20 14:30:00+00:00,2025-03-20 14:45:00+00:00,336.1591766373834,0.983966398339621,spring,15
2025-03-20 14:45:00+00:00,2025-03-20 15:00:00+00:00,369.4481816881207,1.0504630521797595,spring,15
2025-03-20 15:00:00+00:00,2025-03-20 15:15:00+00:00,402.60379346275505,1.1130660552340097,spring,15
2025-03-20 15:15:00+00:00,2025-03-20 15:30:00+00:00,431.12085871175276,1.1808954630173882,spring,15
2025-03-20 15:30:00+00:00,2025-03-20 15:45:00+00:00,460.7404603055452,1.2351476688568401,spring,15
2025-03-20 15:45:00+00:00,2025-03-20 16:00:00+00:00,477.4408516374232,1.2942322240562794,spring,15
2025-03-20 16:00:00+00:00,2025-03-20 16:15:00+00:00,508.4594942374336,1.3385915279478602,spring,15
2025-03-20 16:15:00+00:00,2025-03-20 16:30:00+00:00,519.0774976473333,1.390138080295907,spring,15
2025-03-20 16:30:00+00:00,2025-03-20 16:45:00+00:00,522.3759570430402,1.4767909430947237,spring,15
2025-03-20 16:45:00+00:00,2025-03-20 17:00:00+00:00,533.7617567044501,1.5497079324932297,spring,15
2025-03-20 17:00:00+00:00,2025-03-20 17:15:00+00:00,547.0123891865609,1.580106424309115,spring,15
2025-03-20 17:15:00+00:00,2025-03-20 17:30:00+00:00,552.534529617655,1.6081892293082047,spring,15
2025-03-20 17:30:00+00:00,2025-03-20 17:45:00+00:00,551.6021175013582,1.6209072879047124,spring,15
2025-03-20 17:45:00+00:00,2025-03-20 18:00:00+00:00,551.6516042521143,1.6175032960582187,spring,15
2025-03-20 18:00:00+00:00,2025-03-20 18:15:00+00:00,551.0166245420576,1.610421674459487,spring,15
2025-03-20 18:15:00+00:00,2025-03-20 18:30:00+00:00,549.0668476694352,1.5864250294349411,spring,15
2025-03-20 18:30:00+00:00,2025-03-20 18:45:00+00:00,549.613036874464,1.577790104577026,spring,15
2025-03-20 18:45:00+00:00,2025-03-20 19:00:00+00:00,549.8365088863084,1.5384480572380563,spring,15
2025-03-20 19:00:00+00:00,2025-03-20 19:15:00+00:00,547.9047308673734,1.540200226648461,spring,15
2025-03-20 19:15:00+00:00,2025-03-20 19:30:00+00:00,542.8781728072153,1.5026017697488638,spring,15
2025-03-20 19:30:00+00:00,2025-03-20 19:45:00+00:00,542.3050335296363,1.5077427243661816,spring,15
2025-03-20 19:45:00+00:00,2025-03-20 20:00:00+00:00,549.0488419225467,1.5068747140698437,spring,15
2025-03-20 20:00:00+00:00,2025-03-20 20:15:00+00:00,553.0424424067746,1.4235444074883923,spring,15
2025-03-20 20:15:00+00:00,2025-03-20 20:30:00+00:00,561.0328897725266,1.421670644858989,spring,15
2025-03-20 20:30:00+00:00,2025-03-20 20:45:00+00:00,582.3687011618551,1.4813616535578493,spring,15
2025-03-20 20:45:00+00:00,2025-03-20 21:00:00+00:00,590.674987538235,1.4966307108418606,spring,15
2025-03-20 21:00:00+00:00,2025-03-20 21:15:00+00:00,576.1757238011153,1.4939442556314995,spring,15
2025-03-20 21:15:00+00:00,2025-03-20 21:30:00+00:00,579.718846491053,1.4731719020820333,spring,15
2025-03-20 21:30:00+00:00,2025-03-20 21:45:00+00:00,584.7388954519533,1.4891189889214365,spring,15
2025-03-20 21:45:00+00:00,2025-03-20 22:00:00+00:00,590.2856590261049,1.5036530449509682,spring,15
2025-03-20 22:00:00+00:00,2025-03-20 22:15:00+00:00,588.7448063864515,1.5249068763474263,spring,15
2025-03-20 22:15:00+00:00,2025-03-20 22:30:00+00:00,599.8356617191705,1.5230115935887023,spring,15
2025-03-20 22:30:00+00:00,2025-03-20 22:45:00+00:00,603.2073152712215,1.5299960979435345,spring,15
2025-03-20 22:45:00+00:00,2025-03-20 23:00:00+00:00,601.7618245092576,1.5233530431925888,spring,15
2025-03-20 23:00:00+00:00,2025-03-20 23:15:00+00:00,605.6462001480519,1.5368856596659892,spring,15
2025-03-20 23:15:00+00:00,2025-03-20 23:30:00+00:00,605.7195902989741,1.551664923608414,spring,15
2025-03-20 23:30:00+00:00,2025-03-20 23:45:00+00:00,612.5788130676156,1.5723337714933185,spring,15
2025-03-20 23:45:00+00:00,2025-03-21 00:00:00+00:00,614.5147755405867,1.5857068188155123,spring,15
2025-03-21 00:00:00+00:00,2025-03-21 00:15:00+00:00,611.8857407749373,1.5885235481264457,spring,15
2025-03-21 00:15:00+00:00,2025-03-21 00:30:00+00:00,613.4084374023754,1.5914180118076398,spring,15
2025-03-21 00:30:00+00:00,2025-03-21 00:45:00+00:00,614.1326022725847,1.5965380226174721,spring,15
2025-03-21 00:45:00+00:00,2025-03-21 01:00:00+00:00,613.5521863314746,1.597609663629868,spring,15
2025-03-21 01:00:00+00:00,2025-03-21 01:15:00+00:00,609.8591044217163,1.5894173248916406,spring,15
2025-03-21 01:15:00+00:00,2025-03-21 01:30:00+00:00,612.5162599517049,1.5918421343273077,spring,15
2025-03-21 01:30:00+00:00,2025-03-21 01:45:00+00:00,611.9294689185704,1.58957398073446,spring,15
2025-03-21 01:45:00+00:00,2025-03-21 02:00:00+00:00,610.613535327947,1.586492756893728,spring,15
2025-03-21 02:00:00+00:00,2025-03-21 02:15:00+00:00,608.1044027197574,1.584791733282758,spring,15
2025-03-21 02:15:00+00:00,2025-03-21 02:30:00+00:00,608.4999742312312,1.5863251315064675,spring,15
2025-03-21 02:30:00+00:00,2025-03-21 02:45:00+00:00,609.1351322950684,1.5852713505447613,spring,15
2025-03-21 02:45:00+00:00,2025-03-21 03:00:00+00:00,607.6160879901911,1.5835981724102413,spring,15
2025-03-21 03:00:00+00:00,2025-03-21 03:15:00+00:00,605.614331736182,1.574345970056431,spring,15
2025-03-21 03:15:00+00:00,2025-03-21 03:30:00+00:00,604.0402212357708,1.571512715106387,spring,15
2025-03-21 03:30:00+00:00,2025-03-21 03:45:00+00:00,600.9340704642608,1.561121682823205,spring,15
2025-03-21 03:45:00+00:00,2025-03-21 04:00:00+00:00,599.2845857662192,1.5605144278242797,spring,15
2025-03-21 04:00:00+00:00,2025-03-21 04:15:00+00:00,594.5551699867156,1.5482385662019111,spring,15
2025-03-21 04:15:00+00:00,2025-03-21 04:30:00+00:00,586.967889837577,1.5239420365031915,spring,15
2025-03-21 04:30:00+00:00,2025-03-21 04:45:00+00:00,573.9536424952187,1.49018112817441,spring,15
2025-03-21 04:45:00+00:00,2025-03-21 05:00:00+00:00,556.9100598635242,1.460422232929923,spring,15
2025-03-21 05:00:00+00:00,2025-03-21 05:15:00+00:00,541.9271229491543,1.420131110286869,spring,15
2025-03-21 05:15:00+00:00,2025-03-21 05:30:00+00:00,521.036147211066,1.3792804289676535,spring,15
2025-03-21 05:30:00+00:00,2025-03-21 05:45:00+00:00,502.85475791058934,1.3394174323013353,spring,15
2025-03-21 05:45:00+00:00,2025-03-21 06:00:00+00:00,487.08667653168726,1.2897185373926692,spring,15
2025-03-21 06:00:00+00:00,2025-03-21 06:15:00+00:00,465.18640854627375,1.2510444941203178,spring,15
2025-03-21 06:15:00+00:00,2025-03-21 06:30:00+00:00,450.39886121021226,1.195171145795352,spring,15
2025-03-21 06:30:00+00:00,2025-03-21 06:45:00+00:00,429.4278864879427,1.1514551038269316,spring,15
2025-03-21 06:45:00+00:00,2025-03-21 07:00:00+00:00,399.8295388290606,1.0957032461640812,spring,15
2025-03-21 07:00:00+00:00,2025-03-21 07:15:00+00:00,352.3580562478786,1.0108699869964428,spring,15
2025-03-21 07:15:00+00:00,2025-03-21 07:30:00+00:00,328.80426493605654,0.9675844012631049,spring,15
2025-03-21 07:30:00+00:00,2025-03-21 07:45:00+00:00,301.10139751835646,0.9223943197753082,spring,15
2025-03-21 07:45:00+00:00,2025-03-21 08:00:00+00:00,267.2705174660354,0.8645685353358348,spring,15
2025-03-21 08:00:00+00:00,2025-03-21 08:15:00+00:00,231.33554337813328,0.8540349431170767,spring,15
2025-03-21 08:15:00+00:00,2025-03-21 08:30:00+00:00,217.76280319209172,0.7938425766138463,spring,15
2025-03-21 08:30:00+00:00,2025-03-21 08:45:00+00:00,206.23483157184748,0.7649259220652657,spring,15
2025-03-21 08:45:00+00:00,2025-03-21 09:00:00+00:00,186.6254206218186,0.7291906760979038,spring,15
2025-03-21 09:00:00+00:00,2025-03-21 09:15:00+00:00,167.26318001676876,0.7033921913521195,spring,15
2025-03-21 09:15:00+00:00,2025-03-21 09:30:00+00:00,163.74191901783783,0.6782745429004062,spring,15
2025-03-21 09:30:00+00:00,2025-03-21 09:45:00+00:00,160.85126633886736,0.6600941457324214,spring,15
2025-03-21 09:45:00+00:00,2025-03-21 10:00:00+00:00,158.78471999857766,0.6435645631237944,spring,15
2025-03-21 10:00:00+00:00,2025-03-21 10:15:00+00:00,152.82945863957283,0.6219422088081179,spring,15
2025-03-21 10:15:00+00:00,2025-03-21 10:30:00+00:00,150.227554088593,0.6092322765290362,spring,15
2025-03-21 10:30:00+00:00,2025-03-21 10:45:00+00:00,146.44483974552017,0.5974820861300943,spring,15
2025-03-21 10:45:00+00:00,2025-03-21 11:00:00+00:00,143.73738520670574,0.5863935247906765,spring,15
2025-03-21 11:00:00+00:00,2025-03-21 11:15:00+00:00,140.7021115676865,0.5731085306228229,spring,15
2025-03-21 11:15:00+00:00,2025-03-21 11:30:00+00:00,138.5295843038363,0.5702503422678433,spring,15
2025-03-21 11:30:00+00:00,2025-03-21 11:45:00+00:00,137.94097998895168,0.5650477661419182,spring,15
2025-03-21 11:45:00+00:00,2025-03-21 12:00:00+00:00,137.9519079514397,0.5689790778373193,spring,15
2025-03-21 12:00:00+00:00,2025-03-21 12:15:00+00:00,136.26972753983426,0.5608629358213064,spring,15
2025-03-21 12:15:00+00:00,2025-03-21 12:30:00+00:00,136.53027816950197,0.5658460109807335,spring,15
2025-03-21 12:30:00+00:00,2025-03-21 12:45:00+00:00,138.5355554312571,0.5700560743910349,spring,15
2025-03-21 12:45:00+00:00,2025-03-21 13:00:00+00:00,138.93287455537444,0.5685938188199604,spring,15
2025-03-21 13:00:00+00:00,2025-03-21 13:15:00+00:00,139.88607320869758,0.5762886006232739,spring,15
2025-03-21 13:15:00+00:00,2025-03-21 13:30:00+00:00,139.26043945595686,0.5779415211747366,spring,15
2025-03-21 13:30:00+00:00,2025-03-21 13:45:00+00:00,138.83700242807518,0.5791457173989504,spring,15
2025-03-21 13:45:00+00:00,2025-03-21 14:00:00+00:00,138.6987593212033,0.5777075857110454,spring,15
2025-03-21 14:00:00+00:00,2025-03-21 14:15:00+00:00,140.09732584740755,0.5893758449925598,spring,15
2025-03-21 14:15:00+00:00,2025-03-21 14:30:00+00:00,140.46833878818765,0.59605491932698,spring,15
2025-03-21 14:30:00+00:00,2025-03-21 14:45:00+00:00,141.4263339615303,0.6040740289810917,spring,15
2025-03-21 14:45:00+00:00,2025-03-21 15:00:00+00:00,145.03643484771348,0.6115747989749856,spring,15
2025-03-21 15:00:00+00:00,2025-03-21 15:15:00+00:00,148.7823283510107,0.6102881016389841,spring,15
2025-03-21 15:15:00+00:00,2025-03-21 15:30:00+00:00,155.15993047017662,0.6329002879800035,spring,15
2025-03-21 15:30:00+00:00,2025-03-21 15:45:00+00:00,160.89249277184967,0.6672769265574224,spring,15
2025-03-21 15:45:00+00:00,2025-03-21 16:00:00+00:00,168.94663644944546,0.6879038978720472,spring,15
2025-03-21 16:00:00+00:00,2025-03-21 16:15:00+00:00,184.1457146635643,0.6993057724358059,spring,15
2025-03-21 16:15:00+00:00,2025-03-21 16:30:00+00:00,193.37128263126652,0.7338863868578095,spring,15
2025-03-21 16:30:00+00:00,2025-03-21 16:45:00+00:00,192.96062724868912,0.7568764004033895,spring,15
2025-03-21 16:45:00+00:00,2025-03-21 17:00:00+00:00,204.29978302609294,0.8243055927680856,spring,15
2025-03-21 17:00:00+00:00,2025-03-21 17:15:00+00:00,216.9417286145905,0.8328974971870199,spring,15
2025-03-21 17:15:00+00:00,2025-03-21 17:30:00+00:00,219.9036946383203,0.7902500935685569,spring,15
2025-03-21 17:30:00+00:00,2025-03-21 17:45:00+00:00,214.53424315398982,0.7535441800924957,spring,15
2025-03-21 17:45:00+00:00,2025-03-21 18:00:00+00:00,209.43296503105347,0.739628720661273,spring,15
2025-03-21 18:00:00+00:00,2025-03-21 18:15:00+00:00,197.65784470538367,0.7302219651755409,spring,15
2025-03-21 18:15:00+00:00,2025-03-21 18:30:00+00:00,184.51556912907867,0.6813114090523025,spring,15
2025-03-21 18:30:00+00:00,2025-03-21 18:45:00+00:00,177.27110729047783,0.6759682519177265,spring,15
2025-03-21 18:45:00+00:00,2025-03-21 19:00:00+00:00,170.55051931843758,0.6674358490141906,spring,15
2025-03-21 19:00:00+00:00,2025-03-21 19:15:00+00:00,163.7824921135006,0.6790393860031915,spring,15
2025-03-21 19:15:00+00:00,2025-03-21 19:30:00+00:00,163.75969893836267,0.6545770092729271,spring,15
2025-03-21 19:30:00+00:00,2025-03-21 19:45:00+00:00,163.68945399132468,0.6700269399885129,spring,15
2025-03-21 19:45:00+00:00,2025-03-21 20:00:00+00:00,163.01843344121025,0.6650134094956843,spring,15
2025-03-21 20:00:00+00:00,2025-03-21 20:15:00+00:00,160.6579112477818,0.6789684742198485,spring,15
2025-03-21 20:15:00+00:00,2025-03-21 20:30:00+00:00,160.366958547559,0.6584123790746275,spring,15
2025-03-21 20:30:00+00:00,2025-03-21 20:45:00+00:00,161.1097724698607,0.662407730835783,spring,15
2025-03-21 20:45:00+00:00,2025-03-21 21:00:00+00:00,162.99228582945278,0.6689440491339125,spring,15
2025-03-21 21:00:00+00:00,2025-03-21 21:15:00+00:00,168.12931120751966,0.7016853282535864,spring,15
2025-03-21 21:15:00+00:00,2025-03-21 21:30:00+00:00,166.5725106985319,0.6948473733619532,spring,15
2025-03-21 21:30:00+00:00,2025-03-21 21:45:00+00:00,168.17184138666016,0.6895161318328473,spring,15
2025-03-21 21:45:00+00:00,2025-03-21 22:00:00+00:00,169.91624696551926,0.7011036145104761,spring,15
2025-03-21 22:00:00+00:00,2025-03-21 22:15:00+00:00,168.6845542897739,0.7093569580761296,spring,15
