start_time,end_time,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2025-01-01 00:00:00+01:00,2025-01-01 00:15:00+01:00,3950.69,3252.95,668.74,4710.83,3029.33,382.15,0,0,33.05,453.12,1325.97,108.62,0,0,97.99,9.94,704.74,2415.09,32967.0,211.68
2025-01-01 00:15:00+01:00,2025-01-01 00:30:00+01:00,3822.69,3266.7,568.02,4694.93,2754.7,382.21,0,0,33.1,838.35,1337.43,160.71,0,0,98.1,9.29,704.54,2601.31,32825.22,211.73
2025-01-01 00:30:00+01:00,2025-01-01 00:45:00+01:00,3763.84,3263.39,567.08,4650.52,2727.53,382.17,0,0,33.03,435.38,1337.11,75.11,0,0,98.43,9.34,704.64,2542.27,32823.78,211.75
2025-01-01 00:45:00+01:00,2025-01-01 01:00:00+01:00,3736.3,3294.67,579.25,4713.21,2714.25,382.16,0,0,33.15,105.91,1360.93,58.05,0,0,98.55,9.53,705.66,2450.01,32886.61,211.7
2025-01-01 01:00:00+01:00,2025-01-01 01:15:00+01:00,3799.98,3831.48,570.68,4506.82,2706.76,382.17,0,0,33.38,366.99,1339.28,58.47,0,0,98.38,9.9,708.51,2252.6,33248.86,211.64
2025-01-01 01:15:00+01:00,2025-01-01 01:30:00+01:00,3751.77,3856.79,560.18,4232.06,2726.4,382.2,0,0,33.22,84.92,1311.02,30.16,0,0,98.47,9.88,701.43,2509.98,33485.79,211.59
2025-01-01 01:30:00+01:00,2025-01-01 01:45:00+01:00,3748.31,3684.6,567.52,4211.31,2718.56,382.16,0,0,33.19,124.7,1328.2,55.53,0,0,98.44,9.04,709.47,2410.54,33636.77,211.54
2025-01-01 01:45:00+01:00,2025-01-01 02:00:00+01:00,3752.15,3584.13,581.01,4359.7,2724.12,382.18,0,0,33.22,0.27,1343.3,55.39,0,0,98.08,9.24,708.91,2407.95,33708.47,211.53
2025-01-01 02:00:00+01:00,2025-01-01 02:15:00+01:00,3715.63,3309.45,564.07,4186.35,2722.58,382.18,0,0,33.21,3.78,1316.32,35.06,0,0,97.99,9.31,704.84,2676.36,33773.01,211.5
2025-01-01 02:15:00+01:00,2025-01-01 02:30:00+01:00,3740.83,3256.01,532.38,4235.77,2726.26,382.18,0,0,33.27,0.2,1305.88,17.29,0,0,98.11,9.22,704.49,2663.94,33912.63,211.88
2025-01-01 02:30:00+01:00,2025-01-01 02:45:00+01:00,3739.21,3266.21,543.02,4219.98,2713.75,382.15,0,0,33.26,0.16,1327.21,40.34,0,0,98.16,9.25,706.95,2586.33,33700.41,211.75
2025-01-01 02:45:00+01:00,2025-01-01 03:00:00+01:00,3752.45,3228.51,513.15,4228.62,2705.26,382.15,0,0,33.46,0.16,1310.61,22.99,0,0,98.09,9.28,705.28,2529.92,33682.28,211.7
2025-01-01 03:00:00+01:00,2025-01-01 03:15:00+01:00,3749.2,3232.61,502.67,4190.26,2712.8,382.15,0,0,33.57,305.96,1307.17,21.86,0,0,97.77,9.95,697.55,1805.15,32721.41,211.92
2025-01-01 03:15:00+01:00,2025-01-01 03:30:00+01:00,3744.27,3223.0,488.43,4265.45,2646.26,382.18,0,0,33.61,81.61,1304.05,22.81,0,0,92.08,9.19,699.57,1746.86,32609.08,211.49
2025-01-01 03:30:00+01:00,2025-01-01 03:45:00+01:00,3729.26,3220.74,490.64,4324.89,2592.69,382.17,0,0,33.53,0.21,1293.82,15.07,0,0,89.73,9.16,703.56,1640.57,32933.68,211.49
2025-01-01 03:45:00+01:00,2025-01-01 04:00:00+01:00,3736.46,3229.4,496.16,4338.0,2604.41,382.15,0,0,33.66,0.19,1291.14,9.26,0,0,94.8,9.25,702.81,1544.3,33240.75,211.44
2025-01-01 04:00:00+01:00,2025-01-01 04:15:00+01:00,3731.18,3250.98,487.77,4340.12,2592.67,382.13,0,0,33.64,10.36,1294.8,60.26,0,0,94.9,9.35,694.77,1424.04,33068.22,211.49
2025-01-01 04:15:00+01:00,2025-01-01 04:30:00+01:00,3715.76,3241.2,475.86,4349.53,2603.97,382.19,0,0,33.71,1.58,1294.4,17.6,0,0,95.06,9.17,706.57,1379.26,32951.49,211.53
2025-01-01 04:30:00+01:00,2025-01-01 04:45:00+01:00,3705.89,3232.89,467.37,4308.05,2586.68,382.17,0,0,33.77,1.29,1296.77,21.89,0,0,95.14,9.15,705.34,1296.56,33106.18,211.63
2025-01-01 04:45:00+01:00,2025-01-01 05:00:00+01:00,3705.0,3224.66,465.49,4341.85,2549.07,382.18,0,0,33.8,0.07,1286.79,12.9,0,0,89.42,9.09,702.85,1211.09,33329.89,211.63
2025-01-01 05:00:00+01:00,2025-01-01 05:15:00+01:00,3698.34,3214.19,469.07,4444.65,2405.92,382.16,0,0,33.66,0.0,1281.94,9.36,0,0,91.84,9.68,712.15,1267.05,33446.84,211.47
2025-01-01 05:15:00+01:00,2025-01-01 05:30:00+01:00,3709.47,3224.91,470.84,4471.65,2389.23,382.17,0,0,33.61,0.0,1287.95,11.02,0,0,95.85,8.85,705.91,1230.54,33476.47,211.51
2025-01-01 05:30:00+01:00,2025-01-01 05:45:00+01:00,3720.06,3232.82,462.29,4467.4,2404.99,382.16,0,0,33.52,0.0,1288.94,10.7,0,0,97.54,8.88,706.28,1166.72,33647.89,211.51
2025-01-01 05:45:00+01:00,2025-01-01 06:00:00+01:00,3735.76,3222.88,462.39,4472.27,2412.77,382.17,0,0,33.47,0.0,1290.85,12.32,0,0,97.94,8.85,701.2,987.61,33711.66,211.6
2025-01-01 06:00:00+01:00,2025-01-01 06:15:00+01:00,3754.32,3242.48,477.91,4460.12,2348.78,382.16,0,0,33.29,18.98,1291.1,44.67,0,0,96.52,10.37,707.58,935.15,35459.4,209.85
2025-01-01 06:15:00+01:00,2025-01-01 06:30:00+01:00,3749.62,3242.18,468.05,4446.38,2310.95,382.18,0,0,33.26,34.17,1297.03,45.34,0,0,96.31,10.47,703.19,1005.98,35384.39,209.62
2025-01-01 06:30:00+01:00,2025-01-01 06:45:00+01:00,3742.66,3235.9,452.6,4486.74,2216.63,382.16,0,0,33.25,12.92,1299.18,34.39,0,0,96.19,10.6,699.55,1102.87,35333.06,209.58
2025-01-01 06:45:00+01:00,2025-01-01 07:00:00+01:00,3759.43,3228.04,464.87,4518.3,2196.08,382.16,0,0,33.27,1.45,1306.84,84.41,0,0,96.55,10.74,708.64,1103.56,35585.44,209.59
2025-01-01 07:00:00+01:00,2025-01-01 07:15:00+01:00,3792.12,3278.06,455.59,4500.6,2077.4,382.18,0,0,33.19,322.78,1316.81,181.89,0,0,96.85,10.79,706.31,1257.48,35969.56,209.57
2025-01-01 07:15:00+01:00,2025-01-01 07:30:00+01:00,3790.65,3254.82,474.55,4450.41,1977.38,382.18,0,0,32.13,22.85,1313.12,163.56,0,0,96.78,11.0,702.49,1269.55,36040.81,209.51
2025-01-01 07:30:00+01:00,2025-01-01 07:45:00+01:00,3740.83,3231.98,461.38,4414.5,1988.53,382.18,0,0,31.95,23.09,1286.65,151.23,0,0,96.62,11.58,704.77,1345.91,36197.03,209.6
2025-01-01 07:45:00+01:00,2025-01-01 08:00:00+01:00,3808.1,3239.9,462.63,4341.52,1907.78,382.15,0,0,31.96,11.37,1295.85,106.25,0,0,96.75,16.29,707.69,1366.71,36150.6,209.53
2025-01-01 08:00:00+01:00,2025-01-01 08:15:00+01:00,3870.9,3229.93,455.57,4286.29,1888.72,382.17,0,0,31.95,23.73,1302.14,104.6,0,0,96.38,43.55,703.31,2305.84,35859.85,209.48
2025-01-01 08:15:00+01:00,2025-01-01 08:30:00+01:00,3896.11,3232.09,454.26,4082.94,1900.82,382.17,0,0,31.8,66.94,1302.67,108.33,0,0,96.61,208.28,700.68,2509.06,35816.2,209.51
2025-01-01 08:30:00+01:00,2025-01-01 08:45:00+01:00,3897.98,3251.71,450.27,3944.54,1832.13,382.18,0,0,31.67,68.92,1300.6,135.8,0,0,96.73,932.18,696.79,2438.99,35513.95,209.4
2025-01-01 08:45:00+01:00,2025-01-01 09:00:00+01:00,3882.04,3250.69,458.73,4009.1,1818.28,382.17,0,0,31.55,66.8,1303.17,87.27,0,0,96.85,1709.57,707.75,2422.18,35456.35,209.53
2025-01-01 09:00:00+01:00,2025-01-01 09:15:00+01:00,3892.07,3233.43,457.16,4018.26,1827.3,382.17,0,0,31.28,27.3,1314.95,107.59,0,0,97.28,2613.12,707.34,2238.3,34702.38,209.49
2025-01-01 09:15:00+01:00,2025-01-01 09:30:00+01:00,3885.43,3241.11,452.17,4018.7,1821.87,382.21,0,0,31.08,40.96,1335.7,149.56,0,0,97.17,3537.97,708.3,2102.09,34541.45,209.46
2025-01-01 09:30:00+01:00,2025-01-01 09:45:00+01:00,3901.68,3241.15,456.26,4016.21,1827.03,382.18,0,0,30.86,56.62,1328.45,165.43,0,0,97.35,4547.68,704.5,2020.11,34497.28,209.57
2025-01-01 09:45:00+01:00,2025-01-01 10:00:00+01:00,3902.29,3238.68,475.93,3986.41,1836.61,382.2,0,0,30.66,37.4,1331.09,52.81,0,0,97.51,5508.29,704.09,2015.49,34649.44,209.51
2025-01-01 10:00:00+01:00,2025-01-01 10:15:00+01:00,3858.98,3270.96,493.13,4009.08,1832.72,382.16,0,0,30.47,44.99,1341.25,119.32,0,0,97.42,6476.14,704.5,2169.55,35755.93,206.2
2025-01-01 10:15:00+01:00,2025-01-01 10:30:00+01:00,3841.24,3272.36,514.43,3984.59,1837.37,382.17,0,0,30.05,25.36,1350.55,47.12,0,0,97.14,7464.47,706.59,2189.3,36273.85,205.68
2025-01-01 10:30:00+01:00,2025-01-01 10:45:00+01:00,3791.06,3274.01,492.47,3964.17,1852.08,382.18,0,0,29.84,34.47,1355.09,108.31,0,0,97.04,8384.66,705.17,2033.45,36336.03,205.66
2025-01-01 10:45:00+01:00,2025-01-01 11:00:00+01:00,3796.93,3275.55,493.2,3993.62,1855.22,382.24,0,0,29.46,2.37,1360.05,45.47,0,0,96.52,9326.51,705.29,2073.14,36221.79,205.64
2025-01-01 11:00:00+01:00,2025-01-01 11:15:00+01:00,3836.4,3271.39,522.61,3988.26,1844.2,382.19,0,0,28.93,32.15,1372.69,66.66,0,0,95.66,10185.38,703.04,1840.32,36340.13,205.06
2025-01-01 11:15:00+01:00,2025-01-01 11:30:00+01:00,3840.09,3266.36,537.19,3961.74,1850.34,382.17,0,0,28.66,45.72,1375.62,61.05,0,0,96.35,10971.28,704.75,1855.79,35993.67,203.89
2025-01-01 11:30:00+01:00,2025-01-01 11:45:00+01:00,3845.97,3264.6,540.17,3973.51,1851.22,382.16,0,0,28.41,45.78,1371.67,72.28,0,0,96.47,11499.23,703.58,1852.17,35795.1,203.94
2025-01-01 11:45:00+01:00,2025-01-01 12:00:00+01:00,3798.12,3259.73,551.87,3953.52,1853.7,382.2,0,0,28.15,93.2,1367.13,60.79,0,0,97.16,11932.44,707.32,1855.85,35543.65,204.03
2025-01-01 12:00:00+01:00,2025-01-01 12:15:00+01:00,3807.68,3300.14,559.17,3820.94,1854.93,382.21,0,0,27.92,29.26,1396.99,95.72,0,0,97.32,12091.37,696.53,2034.11,36210.66,203.92
2025-01-01 12:15:00+01:00,2025-01-01 12:30:00+01:00,3752.32,3294.33,530.84,3589.8,1850.53,382.19,0,0,28.24,88.71,1386.39,109.01,0,0,96.23,12176.68,689.69,2150.22,36629.66,203.73
2025-01-01 12:30:00+01:00,2025-01-01 12:45:00+01:00,3724.34,3270.07,531.46,3589.79,1847.06,382.19,0,0,28.83,17.74,1379.97,96.84,0,0,84.5,12177.42,702.88,2194.23,36887.01,203.68
2025-01-01 12:45:00+01:00,2025-01-01 13:00:00+01:00,3805.52,3270.1,548.27,3584.12,1841.83,382.16,0,0,28.85,79.26,1393.14,92.26,0,0,85.06,11996.86,701.89,2201.5,36836.98,203.74
2025-01-01 13:00:00+01:00,2025-01-01 13:15:00+01:00,3794.0,3260.39,562.35,3564.71,1845.67,382.17,0,0,28.93,172.75,1395.53,108.23,0,0,84.56,11634.32,709.92,2299.37,37476.5,203.79
2025-01-01 13:15:00+01:00,2025-01-01 13:30:00+01:00,3723.98,3257.9,534.22,3640.98,1855.6,382.17,0,0,28.85,138.9,1384.29,53.77,0,0,84.1,11100.45,702.0,2618.3,37374.02,203.72
2025-01-01 13:30:00+01:00,2025-01-01 13:45:00+01:00,3737.88,3230.43,520.22,3642.07,1854.2,382.2,0,0,29.21,89.88,1380.64,130.07,0,0,84.51,10371.76,698.16,2787.3,37617.78,203.8
2025-01-01 13:45:00+01:00,2025-01-01 14:00:00+01:00,3765.34,3219.77,491.16,3644.16,1842.32,382.17,0,0,28.93,159.15,1375.3,129.46,0,0,90.84,9531.39,698.32,3055.05,37999.13,203.77
2025-01-01 14:00:00+01:00,2025-01-01 14:15:00+01:00,3730.43,3233.99,473.27,3630.16,1849.86,382.17,0,0,28.69,20.55,1362.12,97.27,0,0,93.67,8524.93,692.28,3002.83,37910.6,203.76
2025-01-01 14:15:00+01:00,2025-01-01 14:30:00+01:00,3802.6,3276.7,499.92,3623.61,1825.71,382.14,0,0,28.67,167.44,1357.34,37.62,0,0,96.29,7618.69,703.73,3293.76,38259.04,203.81
2025-01-01 14:30:00+01:00,2025-01-01 14:45:00+01:00,3789.8,3312.18,479.82,3618.71,1828.7,382.18,0,0,28.77,79.7,1344.79,104.67,0,0,96.37,6553.49,704.71,3553.9,38896.9,203.88
2025-01-01 14:45:00+01:00,2025-01-01 15:00:00+01:00,3725.46,3343.03,488.28,3582.62,1838.88,382.16,0,0,28.79,83.72,1329.37,120.55,0,0,96.27,5474.71,704.97,4002.93,39301.02,203.81
2025-01-01 15:00:00+01:00,2025-01-01 15:15:00+01:00,3714.06,3350.0,496.03,3569.91,1832.57,382.16,0,0,28.98,41.08,1316.15,60.79,0,0,96.17,4352.18,710.76,4450.43,39971.97,199.1
2025-01-01 15:15:00+01:00,2025-01-01 15:30:00+01:00,3805.58,3347.45,498.28,3596.98,1836.65,382.17,0,0,29.06,42.24,1336.02,69.29,0,0,96.45,3255.16,695.3,4643.5,41072.43,198.26
2025-01-01 15:30:00+01:00,2025-01-01 15:45:00+01:00,3830.36,3362.37,514.65,3604.22,1855.82,382.17,0,0,29.51,11.93,1334.37,70.36,0,0,97.48,2201.63,693.69,4802.62,41820.08,198.23
2025-01-01 15:45:00+01:00,2025-01-01 16:00:00+01:00,3875.17,3334.92,553.21,3591.32,1809.13,382.14,0,0,29.4,293.14,1325.32,192.47,0,0,97.41,1281.82,703.05,4554.66,42183.37,198.34
2025-01-01 16:00:00+01:00,2025-01-01 16:15:00+01:00,3861.39,3388.42,572.62,3606.57,1809.06,382.17,0,0,29.81,269.56,1318.44,122.11,0,0,97.57,568.48,714.72,4611.18,41368.98,198.03
2025-01-01 16:15:00+01:00,2025-01-01 16:30:00+01:00,3976.58,3377.9,560.09,3656.51,1855.12,382.17,0,0,30.22,416.76,1333.79,83.85,0,0,97.31,144.78,709.51,4917.04,41693.88,198.21
2025-01-01 16:30:00+01:00,2025-01-01 16:45:00+01:00,4013.16,3400.65,575.11,3661.5,2001.82,382.18,0,0,30.67,387.42,1338.74,188.09,0,0,97.41,34.54,712.7,4876.76,42247.84,197.79
2025-01-01 16:45:00+01:00,2025-01-01 17:00:00+01:00,4032.81,3415.97,565.17,3643.81,2071.3,382.17,0,0,30.99,654.69,1328.78,130.04,0,0,97.7,22.63,711.77,4476.81,42289.18,196.25
2025-01-01 17:00:00+01:00,2025-01-01 17:15:00+01:00,4071.73,3376.04,551.27,3689.42,2108.32,382.17,0,0,30.94,331.2,1343.0,123.33,0,0,97.78,21.64,711.21,4499.46,42912.77,196.3
2025-01-01 17:15:00+01:00,2025-01-01 17:30:00+01:00,4096.71,3343.42,564.15,3686.23,2270.87,382.18,0,0,30.46,322.43,1337.62,100.8,0,0,97.32,21.24,711.02,4885.58,43840.8,196.13
2025-01-01 17:30:00+01:00,2025-01-01 17:45:00+01:00,4098.43,3316.28,561.9,3690.6,2403.93,382.17,0,0,30.8,413.05,1332.91,114.14,0,0,97.35,17.6,713.44,4945.36,44086.03,195.99
2025-01-01 17:45:00+01:00,2025-01-01 18:00:00+01:00,4130.08,3314.45,557.82,3698.52,2522.52,382.16,0,0,31.01,506.89,1333.47,51.41,0,0,97.35,16.21,717.0,4909.31,44207.07,196.06
2025-01-01 18:00:00+01:00,2025-01-01 18:15:00+01:00,4122.74,3300.43,541.42,3681.91,2596.92,382.22,0,0,30.98,574.18,1334.34,36.96,0,0,97.25,15.44,713.22,4049.96,44340.32,196.04
2025-01-01 18:15:00+01:00,2025-01-01 18:30:00+01:00,4106.38,3282.31,517.93,3682.71,2634.55,382.16,0,0,30.92,525.76,1325.18,28.78,0,0,97.22,14.91,712.19,3858.2,44358.61,196.01
2025-01-01 18:30:00+01:00,2025-01-01 18:45:00+01:00,4144.74,3292.32,500.1,3699.69,2673.88,382.19,0,0,30.87,646.02,1331.69,27.88,0,0,97.18,14.27,703.32,3722.6,44069.98,196.05
2025-01-01 18:45:00+01:00,2025-01-01 19:00:00+01:00,4152.0,3283.2,530.55,3729.23,2765.33,382.17,0,0,30.68,317.64,1329.35,25.26,0,0,97.35,14.16,711.77,3582.12,44030.01,196.04
2025-01-01 19:00:00+01:00,2025-01-01 19:15:00+01:00,4126.66,3297.17,539.25,3751.54,2774.62,382.19,0,0,30.73,540.3,1346.29,67.68,0,0,97.31,13.41,711.74,3548.24,43663.76,196.1
2025-01-01 19:15:00+01:00,2025-01-01 19:30:00+01:00,4115.73,3321.57,510.17,3746.37,2773.77,382.19,0,0,30.63,507.39,1361.3,142.22,0,0,97.12,12.66,710.88,3504.88,43408.69,196.15
2025-01-01 19:30:00+01:00,2025-01-01 19:45:00+01:00,4105.53,3308.35,508.97,3733.55,2773.18,382.17,0,0,30.5,367.71,1328.05,87.65,0,0,97.06,11.61,702.38,3477.23,43276.23,196.1
2025-01-01 19:45:00+01:00,2025-01-01 20:00:00+01:00,4104.62,3307.89,506.02,3696.04,2791.3,382.21,0,0,30.5,380.07,1325.62,54.9,0,0,97.38,11.42,705.83,3456.61,43004.61,196.14
2025-01-01 20:00:00+01:00,2025-01-01 20:15:00+01:00,4039.95,3244.46,513.0,3639.83,2826.89,382.16,0,0,30.42,596.26,1324.68,39.87,0,0,97.26,13.53,695.21,3974.95,43045.76,196.19
2025-01-01 20:15:00+01:00,2025-01-01 20:30:00+01:00,4052.9,3200.01,514.19,3592.35,2882.65,382.17,0,0,30.31,495.11,1323.0,27.95,0,0,97.3,11.96,681.62,4052.09,42683.2,196.27
2025-01-01 20:30:00+01:00,2025-01-01 20:45:00+01:00,4027.16,3193.77,531.64,3553.77,2916.99,382.18,0,0,30.12,311.99,1315.71,31.92,0,0,97.38,12.17,693.65,3996.3,42464.75,196.33
2025-01-01 20:45:00+01:00,2025-01-01 21:00:00+01:00,4024.76,3200.06,513.95,3557.51,2964.37,382.16,0,0,30.3,214.43,1313.37,22.92,0,0,97.39,12.35,693.32,3894.47,42504.39,196.4
2025-01-01 21:00:00+01:00,2025-01-01 21:15:00+01:00,3978.17,3195.89,527.05,3551.5,2965.62,382.19,0,0,30.29,551.95,1310.91,20.45,0,0,97.4,11.52,708.71,4055.66,42101.58,196.4
2025-01-01 21:15:00+01:00,2025-01-01 21:30:00+01:00,3979.17,3197.32,519.97,3565.54,2977.3,382.16,0,0,30.92,435.76,1308.61,56.24,0,0,97.11,11.16,720.45,4166.04,41491.99,196.42
2025-01-01 21:30:00+01:00,2025-01-01 21:45:00+01:00,3972.01,3190.65,511.64,3565.85,3040.32,382.18,0,0,30.59,412.63,1308.01,57.29,0,0,97.05,11.37,703.7,3980.05,41096.25,196.49
2025-01-01 21:45:00+01:00,2025-01-01 22:00:00+01:00,3973.14,3197.16,485.34,3569.61,3036.72,382.18,0,0,30.62,824.34,1306.02,54.76,0,0,97.15,11.02,704.54,3716.29,40994.67,196.46
2025-01-01 22:00:00+01:00,2025-01-01 22:15:00+01:00,3942.09,3200.45,462.0,3527.05,3040.27,382.15,0,0,31.16,825.65,1321.98,85.96,0,0,97.13,10.17,707.61,3986.15,39561.55,196.54
2025-01-01 22:15:00+01:00,2025-01-01 22:30:00+01:00,3942.64,3186.16,470.32,3532.2,3085.07,382.16,0,0,31.73,460.8,1313.24,31.77,0,0,96.63,10.07,707.07,4010.33,39663.81,196.62
2025-01-01 22:30:00+01:00,2025-01-01 22:45:00+01:00,3928.45,3187.6,487.99,3530.54,3114.23,382.16,0,0,31.78,460.72,1307.82,28.51,0,0,96.24,9.81,712.98,3705.99,39732.9,196.61
2025-01-01 22:45:00+01:00,2025-01-01 23:00:00+01:00,3906.74,3193.6,504.44,3534.14,3119.65,382.2,0,0,31.91,494.87,1297.99,17.94,0,0,95.99,9.55,711.94,3711.55,39693.82,196.57
2025-01-01 23:00:00+01:00,2025-01-01 23:15:00+01:00,3857.88,3171.62,503.39,3517.99,3123.88,382.21,0,0,31.93,700.71,1310.27,71.09,0,0,96.54,9.59,713.15,3977.54,39984.71,196.62
2025-01-01 23:15:00+01:00,2025-01-01 23:30:00+01:00,3837.79,3177.85,490.93,3507.77,3123.75,382.17,0,0,32.3,443.97,1312.72,46.19,0,0,96.43,9.34,707.4,3916.91,39836.0,196.71
2025-01-01 23:30:00+01:00,2025-01-01 23:45:00+01:00,3828.21,3191.33,500.1,3537.65,3111.79,382.19,0,0,32.3,319.3,1299.96,29.55,0,0,96.6,9.58,697.23,4283.77,39520.33,196.74
2025-01-01 23:45:00+01:00,2025-01-02 00:00:00+01:00,3807.46,3204.19,530.41,3542.77,3100.25,382.17,0,0,32.4,486.36,1298.78,22.46,0,0,96.94,9.85,707.87,4280.57,39108.13,196.84
2025-01-02 00:00:00+01:00,2025-01-02 00:15:00+01:00,3671.97,3365.77,664.89,3586.69,3191.73,366.31,0,0,32.3,502.75,1286.97,88.72,0,0,97.08,9.75,708.43,4196.86,38710.73,196.8
2025-01-02 00:15:00+01:00,2025-01-02 00:30:00+01:00,3731.94,3445.47,493.85,3597.38,3291.29,366.16,0,0,32.53,735.88,1305.69,118.01,0,0,97.2,8.72,697.8,3989.44,37862.31,196.85
2025-01-02 00:30:00+01:00,2025-01-02 00:45:00+01:00,3752.41,3443.5,495.8,3597.42,3245.01,366.16,0,0,32.34,732.96,1299.33,98.04,0,0,97.21,7.79,686.18,3988.91,37620.01,196.79
2025-01-02 00:45:00+01:00,2025-01-02 01:00:00+01:00,3749.73,3509.36,482.38,3473.09,3184.89,366.16,0,0,32.3,800.36,1299.95,103.87,0,0,97.09,7.23,695.74,3956.82,36757.01,196.82
2025-01-02 01:00:00+01:00,2025-01-02 01:15:00+01:00,3735.71,3736.2,485.8,3368.78,3078.02,366.15,0,0,32.62,685.25,1304.13,97.65,0,0,96.86,6.67,694.06,4597.0,36522.48,196.86
2025-01-02 01:15:00+01:00,2025-01-02 01:30:00+01:00,3727.03,3811.29,488.94,3357.65,2953.07,366.18,0,0,32.66,339.56,1294.23,32.05,0,0,96.78,6.39,688.0,4743.56,36576.53,196.79
2025-01-02 01:30:00+01:00,2025-01-02 01:45:00+01:00,3710.04,3887.43,500.24,3336.35,2864.71,366.21,0,0,32.59,334.92,1289.68,31.09,0,0,96.67,5.77,704.42,4787.63,36386.86,196.71
2025-01-02 01:45:00+01:00,2025-01-02 02:00:00+01:00,3720.92,3942.47,505.27,3323.21,2743.27,366.15,0,0,32.46,443.75,1293.64,55.23,0,0,96.77,6.64,709.14,4885.76,35436.82,196.74
2025-01-02 02:00:00+01:00,2025-01-02 02:15:00+01:00,3726.1,3937.12,508.27,3405.39,2625.4,366.14,0,0,32.29,352.26,1307.01,53.6,0,0,96.85,6.61,716.93,5110.91,34348.95,196.76
2025-01-02 02:15:00+01:00,2025-01-02 02:30:00+01:00,3735.62,3941.1,504.47,3404.57,2492.08,366.15,0,0,32.26,586.76,1319.12,82.1,0,0,96.81,5.45,706.01,5121.75,33802.0,196.64
2025-01-02 02:30:00+01:00,2025-01-02 02:45:00+01:00,3741.76,3937.32,496.81,3401.49,2404.77,366.16,0,0,31.96,410.15,1293.38,46.57,0,0,96.8,6.0,710.02,5333.04,34032.95,196.76
2025-01-02 02:45:00+01:00,2025-01-02 03:00:00+01:00,3704.94,3950.14,480.19,3351.58,2319.93,366.17,0,0,31.7,296.39,1270.59,25.45,0,0,96.84,5.82,714.07,5492.98,34160.42,196.73
2025-01-02 03:00:00+01:00,2025-01-02 03:15:00+01:00,3725.66,3964.34,484.56,3343.55,2274.77,366.16,0,0,31.45,302.36,1273.51,24.03,0,0,96.89,6.26,722.71,5615.2,33557.0,196.61
2025-01-02 03:15:00+01:00,2025-01-02 03:30:00+01:00,3709.48,3971.7,496.86,3509.53,2297.9,366.17,0,0,31.27,364.15,1267.51,42.28,0,0,96.88,6.52,703.46,5598.36,32946.54,196.63
2025-01-02 03:30:00+01:00,2025-01-02 03:45:00+01:00,3731.37,3971.6,493.69,3510.99,2307.36,366.15,0,0,31.08,508.5,1290.52,113.13,0,0,96.51,6.52,701.47,5627.56,32074.28,196.59
2025-01-02 03:45:00+01:00,2025-01-02 04:00:00+01:00,3760.62,4090.0,494.63,3590.44,2318.72,366.17,0,0,31.48,518.05,1293.12,125.7,0,0,95.99,6.38,705.82,5533.99,31596.73,196.72
2025-01-02 04:00:00+01:00,2025-01-02 04:15:00+01:00,3719.1,4409.26,488.81,3789.24,2401.82,366.16,0,0,31.17,139.26,1283.75,125.42,0,0,96.55,6.25,706.28,4998.91,31086.29,196.63
2025-01-02 04:15:00+01:00,2025-01-02 04:30:00+01:00,3772.98,4454.65,494.49,4031.06,2417.7,366.17,0,0,30.88,110.17,1285.93,122.07,0,0,95.04,6.28,695.26,4997.75,31053.53,196.59
2025-01-02 04:30:00+01:00,2025-01-02 04:45:00+01:00,3779.95,4483.75,507.5,4193.51,2493.67,366.16,0,0,30.51,57.99,1289.64,124.89,0,0,94.22,5.86,710.16,4918.73,30841.88,196.46
2025-01-02 04:45:00+01:00,2025-01-02 05:00:00+01:00,3779.03,4511.07,507.5,4320.36,2709.39,366.14,0,0,30.56,285.08,1284.57,118.75,0,0,94.52,5.96,711.68,4819.11,30563.03,202.16
2025-01-02 05:00:00+01:00,2025-01-02 05:15:00+01:00,3798.82,4535.19,495.54,4775.46,2762.34,366.15,0,0,30.23,117.94,1273.49,103.15,0,0,94.5,5.87,709.97,4589.44,30146.42,209.64
2025-01-02 05:15:00+01:00,2025-01-02 05:30:00+01:00,3811.57,4556.18,499.92,5061.95,2813.38,366.23,0,0,29.95,123.47,1278.0,122.97,0,0,94.51,6.21,708.21,4546.29,29893.32,209.56
2025-01-02 05:30:00+01:00,2025-01-02 05:45:00+01:00,3822.92,4632.72,497.33,5175.0,2878.17,366.13,0,0,30.19,109.76,1281.01,90.39,0,0,94.31,5.98,712.71,4574.15,29613.03,209.56
2025-01-02 05:45:00+01:00,2025-01-02 06:00:00+01:00,3838.01,4950.93,506.86,5469.4,2907.51,366.16,0,0,30.08,364.18,1279.92,105.18,0,0,94.62,5.8,708.52,4560.58,29628.12,220.16
2025-01-02 06:00:00+01:00,2025-01-02 06:15:00+01:00,3873.09,5656.65,502.88,6198.36,2897.07,366.16,0,0,29.98,166.48,1279.07,85.46,0,0,95.12,5.47,705.51,5474.83,29556.04,228.23
2025-01-02 06:15:00+01:00,2025-01-02 06:30:00+01:00,3916.36,6186.84,489.01,6052.76,2941.73,366.14,0,0,29.61,172.9,1278.46,115.23,0,0,94.97,6.75,703.02,5508.55,28513.66,228.23
