start_time,end_time,carbon_intensity,water_intensity
2025-01-01 00:00:00+00:00,2025-01-01 01:00:00+00:00,802.9794246905037,1.5778219328096448
2025-01-01 01:00:00+00:00,2025-01-01 02:00:00+00:00,809.360218321423,1.5861933652555014
2025-01-01 02:00:00+00:00,2025-01-01 03:00:00+00:00,812.8805976730741,1.5893333227081687
2025-01-01 03:00:00+00:00,2025-01-01 04:00:00+00:00,818.9866281184326,1.5932296227599787
2025-01-01 04:00:00+00:00,2025-01-01 05:00:00+00:00,841.3748454897903,1.6101296697428693
2025-01-01 05:00:00+00:00,2025-01-01 06:00:00+00:00,867.176622164408,1.638370814137951
2025-01-01 06:00:00+00:00,2025-01-01 07:00:00+00:00,877.4990841564439,1.6686222140799112
2025-01-01 07:00:00+00:00,2025-01-01 08:00:00+00:00,874.0858125858142,1.6898436638837613
2025-01-01 08:00:00+00:00,2025-01-01 09:00:00+00:00,863.1753162671316,1.678977906780227
2025-01-01 09:00:00+00:00,2025-01-01 10:00:00+00:00,851.732644706166,1.6582917001702913
2025-01-01 10:00:00+00:00,2025-01-01 11:00:00+00:00,845.250578007497,1.6468382832868298
2025-01-01 11:00:00+00:00,2025-01-01 12:00:00+00:00,841.0122602713046,1.6384607013719272
2025-01-01 12:00:00+00:00,2025-01-01 13:00:00+00:00,843.257772417166,1.631533662577239
2025-01-01 13:00:00+00:00,2025-01-01 14:00:00+00:00,838.8688469585861,1.6260584479395275
2025-01-01 14:00:00+00:00,2025-01-01 15:00:00+00:00,834.6463014418151,1.6141599903911201
2025-01-01 15:00:00+00:00,2025-01-01 16:00:00+00:00,830.8190361413542,1.6073326555867726
2025-01-01 16:00:00+00:00,2025-01-01 17:00:00+00:00,829.7418186995505,1.6082884243591598
2025-01-01 17:00:00+00:00,2025-01-01 18:00:00+00:00,827.1532853694322,1.603497362733714
2025-01-01 18:00:00+00:00,2025-01-01 19:00:00+00:00,817.5373018385822,1.5916595930275894
2025-01-01 19:00:00+00:00,2025-01-01 20:00:00+00:00,806.5826317050244,1.5758994099173422
2025-01-01 20:00:00+00:00,2025-01-01 21:00:00+00:00,803.4678679349847,1.5600973252887214
2025-01-01 21:00:00+00:00,2025-01-01 22:00:00+00:00,796.423727854853,1.551983675345801
2025-01-01 22:00:00+00:00,2025-01-01 23:00:00+00:00,795.6086152324303,1.5448156724929378
2025-01-01 23:00:00+00:00,2025-01-02 00:00:00+00:00,799.9510464579242,1.5512897295417085
2025-01-02 00:00:00+00:00,2025-01-02 01:00:00+00:00,800.8382762018059,1.5533794525445803
2025-01-02 01:00:00+00:00,2025-01-02 02:00:00+00:00,803.7925025843693,1.5561845437957915
2025-01-02 02:00:00+00:00,2025-01-02 03:00:00+00:00,806.9965999703041,1.5611545793317316
2025-01-02 03:00:00+00:00,2025-01-02 04:00:00+00:00,809.7954786207812,1.5659631220599577
2025-01-02 04:00:00+00:00,2025-01-02 05:00:00+00:00,825.2746992775943,1.575016116999395
2025-01-02 05:00:00+00:00,2025-01-02 06:00:00+00:00,846.9557733416588,1.5976928392034735
2025-01-02 06:00:00+00:00,2025-01-02 07:00:00+00:00,849.1446695640516,1.6192485538539603
2025-01-02 07:00:00+00:00,2025-01-02 08:00:00+00:00,839.7168328379814,1.621833998911067
2025-01-02 08:00:00+00:00,2025-01-02 09:00:00+00:00,825.4326624760652,1.6053129896808007
2025-01-02 09:00:00+00:00,2025-01-02 10:00:00+00:00,820.5600799778235,1.597497667395905
2025-01-02 10:00:00+00:00,2025-01-02 11:00:00+00:00,821.5789094194995,1.5971449946921896
2025-01-02 11:00:00+00:00,2025-01-02 12:00:00+00:00,819.2291433326038,1.5883598600820141
2025-01-02 12:00:00+00:00,2025-01-02 13:00:00+00:00,821.3464273420612,1.5885583146925306
2025-01-02 13:00:00+00:00,2025-01-02 14:00:00+00:00,819.0855680166026,1.5772475157561698
2025-01-02 14:00:00+00:00,2025-01-02 15:00:00+00:00,816.0419174974031,1.5707686869735684
2025-01-02 15:00:00+00:00,2025-01-02 16:00:00+00:00,809.3484710516047,1.5625808870064335
2025-01-02 16:00:00+00:00,2025-01-02 17:00:00+00:00,806.7285572791114,1.5656166788505514
2025-01-02 17:00:00+00:00,2025-01-02 18:00:00+00:00,810.0662376697672,1.5748248099638869
2025-01-02 18:00:00+00:00,2025-01-02 19:00:00+00:00,811.5672124927595,1.573467239978033
2025-01-02 19:00:00+00:00,2025-01-02 20:00:00+00:00,809.842634994628,1.569541066573253
2025-01-02 20:00:00+00:00,2025-01-02 21:00:00+00:00,803.5285156374636,1.5500589921030847
2025-01-02 21:00:00+00:00,2025-01-02 22:00:00+00:00,795.5360475653738,1.542524154851964
2025-01-02 22:00:00+00:00,2025-01-02 23:00:00+00:00,796.1542843452692,1.532240865770011
2025-01-02 23:00:00+00:00,2025-01-03 00:00:00+00:00,802.1260666077044,1.5440682152384875
2025-01-03 00:00:00+00:00,2025-01-03 01:00:00+00:00,804.6352417485683,1.547838349398979
2025-01-03 01:00:00+00:00,2025-01-03 02:00:00+00:00,809.0294860249953,1.5538798258726703
2025-01-03 02:00:00+00:00,2025-01-03 03:00:00+00:00,810.9435353607603,1.5602690288924728
2025-01-03 03:00:00+00:00,2025-01-03 04:00:00+00:00,813.6027382386568,1.565504199050389
2025-01-03 04:00:00+00:00,2025-01-03 05:00:00+00:00,832.6503528235455,1.5874547059564688
2025-01-03 05:00:00+00:00,2025-01-03 06:00:00+00:00,855.7191264648825,1.6185684333687056
2025-01-03 06:00:00+00:00,2025-01-03 07:00:00+00:00,861.4912491304906,1.6449443827157908
2025-01-03 07:00:00+00:00,2025-01-03 08:00:00+00:00,859.160928740737,1.660841504891972
2025-01-03 08:00:00+00:00,2025-01-03 09:00:00+00:00,852.6143594078554,1.6588090112863618
2025-01-03 09:00:00+00:00,2025-01-03 10:00:00+00:00,841.7659491617121,1.638528531970191
2025-01-03 10:00:00+00:00,2025-01-03 11:00:00+00:00,835.6699238612081,1.6242152550287232
2025-01-03 11:00:00+00:00,2025-01-03 12:00:00+00:00,827.2237361252928,1.6099043101817443
2025-01-03 12:00:00+00:00,2025-01-03 13:00:00+00:00,823.9050169684871,1.6005812629046432
2025-01-03 13:00:00+00:00,2025-01-03 14:00:00+00:00,820.189161778913,1.5852476907257427
2025-01-03 14:00:00+00:00,2025-01-03 15:00:00+00:00,814.514784372196,1.5736794199905597
2025-01-03 15:00:00+00:00,2025-01-03 16:00:00+00:00,809.2359159076261,1.569194662117249
2025-01-03 16:00:00+00:00,2025-01-03 17:00:00+00:00,806.0451081089548,1.5701169021519548
2025-01-03 17:00:00+00:00,2025-01-03 18:00:00+00:00,806.7110168022582,1.5746843582131465
2025-01-03 18:00:00+00:00,2025-01-03 19:00:00+00:00,800.7725455541367,1.5615060551528577
2025-01-03 19:00:00+00:00,2025-01-03 20:00:00+00:00,789.6886592672735,1.5399038792491473
2025-01-03 20:00:00+00:00,2025-01-03 21:00:00+00:00,781.7164716147846,1.5142674432147927
2025-01-03 21:00:00+00:00,2025-01-03 22:00:00+00:00,774.3053852038589,1.5039924822727477
2025-01-03 22:00:00+00:00,2025-01-03 23:00:00+00:00,777.029521184595,1.503573577679107
2025-01-03 23:00:00+00:00,2025-01-04 00:00:00+00:00,778.1597369723993,1.5055261052714854
2025-01-04 00:00:00+00:00,2025-01-04 01:00:00+00:00,781.3574451043108,1.5116197363993253
2025-01-04 01:00:00+00:00,2025-01-04 02:00:00+00:00,784.1166626304938,1.515959532681026
2025-01-04 02:00:00+00:00,2025-01-04 03:00:00+00:00,787.5382703958755,1.5209783431176693
2025-01-04 03:00:00+00:00,2025-01-04 04:00:00+00:00,794.0026878768717,1.5315474745024924
2025-01-04 04:00:00+00:00,2025-01-04 05:00:00+00:00,813.8186208344242,1.5483240646265888
2025-01-04 05:00:00+00:00,2025-01-04 06:00:00+00:00,837.6177849845773,1.5801966996824102
2025-01-04 06:00:00+00:00,2025-01-04 07:00:00+00:00,844.5711811120348,1.6009785325366273
2025-01-04 07:00:00+00:00,2025-01-04 08:00:00+00:00,840.7772834313271,1.618534786618626
2025-01-04 08:00:00+00:00,2025-01-04 09:00:00+00:00,839.2808084142488,1.6274140528522667
2025-01-04 09:00:00+00:00,2025-01-04 10:00:00+00:00,835.4189497672725,1.6226018619082234
2025-01-04 10:00:00+00:00,2025-01-04 11:00:00+00:00,835.0967013868855,1.6214125234233703
2025-01-04 11:00:00+00:00,2025-01-04 12:00:00+00:00,835.0786744971216,1.6203424255022527
2025-01-04 12:00:00+00:00,2025-01-04 13:00:00+00:00,835.8664941793942,1.6222374105892927
2025-01-04 13:00:00+00:00,2025-01-04 14:00:00+00:00,837.7260872241368,1.6219611155243367
2025-01-04 14:00:00+00:00,2025-01-04 15:00:00+00:00,837.7967966420941,1.6206960110890891
2025-01-04 15:00:00+00:00,2025-01-04 16:00:00+00:00,836.8388211989688,1.6207523690361787
2025-01-04 16:00:00+00:00,2025-01-04 17:00:00+00:00,834.5387594532833,1.6186911519973688
2025-01-04 17:00:00+00:00,2025-01-04 18:00:00+00:00,831.6453331137222,1.616811298533309
2025-01-04 18:00:00+00:00,2025-01-04 19:00:00+00:00,828.8524850921075,1.6143873198328835
2025-01-04 19:00:00+00:00,2025-01-04 20:00:00+00:00,823.5019744534487,1.604621514643271
2025-01-04 20:00:00+00:00,2025-01-04 21:00:00+00:00,821.2176594291229,1.5956081052001603
2025-01-04 21:00:00+00:00,2025-01-04 22:00:00+00:00,818.4961062178797,1.5950399425279675
2025-01-04 22:00:00+00:00,2025-01-04 23:00:00+00:00,818.2676312547,1.5872451537927559
2025-01-04 23:00:00+00:00,2025-01-05 00:00:00+00:00,821.7303198769971,1.5887704511574914
2025-01-05 00:00:00+00:00,2025-01-05 01:00:00+00:00,824.7971594361093,1.5936399552477263
2025-01-05 01:00:00+00:00,2025-01-05 02:00:00+00:00,827.8952258736027,1.5980066597613327
2025-01-05 02:00:00+00:00,2025-01-05 03:00:00+00:00,831.6971695745608,1.6032607884220416
2025-01-05 03:00:00+00:00,2025-01-05 04:00:00+00:00,835.4091639292445,1.6150596210785364
2025-01-05 04:00:00+00:00,2025-01-05 05:00:00+00:00,850.4556427617458,1.6235133831583006
2025-01-05 05:00:00+00:00,2025-01-05 06:00:00+00:00,872.375518065409,1.6422258917459045
2025-01-05 06:00:00+00:00,2025-01-05 07:00:00+00:00,882.5196616143136,1.6777639393309924
2025-01-05 07:00:00+00:00,2025-01-05 08:00:00+00:00,881.6248147881387,1.705316652483265
2025-01-05 08:00:00+00:00,2025-01-05 09:00:00+00:00,881.7029190636821,1.7118994093986772
2025-01-05 09:00:00+00:00,2025-01-05 10:00:00+00:00,880.3732614714974,1.7096451147431222
2025-01-05 10:00:00+00:00,2025-01-05 11:00:00+00:00,880.0294554363632,1.7059652997686614
2025-01-05 11:00:00+00:00,2025-01-05 12:00:00+00:00,879.330552914876,1.7034972858431865
2025-01-05 12:00:00+00:00,2025-01-05 13:00:00+00:00,876.6068651164089,1.6966599561148334
2025-01-05 13:00:00+00:00,2025-01-05 14:00:00+00:00,874.4948766681688,1.6850096100415515
2025-01-05 14:00:00+00:00,2025-01-05 15:00:00+00:00,872.8787463280837,1.680778580262938
2025-01-05 15:00:00+00:00,2025-01-05 16:00:00+00:00,871.9034265089067,1.6811507506395387
2025-01-05 16:00:00+00:00,2025-01-05 17:00:00+00:00,870.1157862900543,1.6794932397770965
2025-01-05 17:00:00+00:00,2025-01-05 18:00:00+00:00,862.7077540294969,1.675253672112473
2025-01-05 18:00:00+00:00,2025-01-05 19:00:00+00:00,852.7220272635761,1.6599202149423726
2025-01-05 19:00:00+00:00,2025-01-05 20:00:00+00:00,840.8843551471751,1.6416838624056782
2025-01-05 20:00:00+00:00,2025-01-05 21:00:00+00:00,835.790885607789,1.6191044028114847
2025-01-05 21:00:00+00:00,2025-01-05 22:00:00+00:00,828.5700147797077,1.6082697381085624
2025-01-05 22:00:00+00:00,2025-01-05 23:00:00+00:00,821.9567796880868,1.5889261716924739
2025-01-05 23:00:00+00:00,2025-01-06 00:00:00+00:00,817.4570821401006,1.5834618043999884
2025-01-06 00:00:00+00:00,2025-01-06 01:00:00+00:00,816.1512099110079,1.5832989557325245
2025-01-06 01:00:00+00:00,2025-01-06 02:00:00+00:00,815.6114458606218,1.5811087979809089
2025-01-06 02:00:00+00:00,2025-01-06 03:00:00+00:00,815.6968604287923,1.581827522220445
2025-01-06 03:00:00+00:00,2025-01-06 04:00:00+00:00,815.7702100236637,1.5947312707929444
2025-01-06 04:00:00+00:00,2025-01-06 05:00:00+00:00,826.9322311949988,1.6086057369942994
2025-01-06 05:00:00+00:00,2025-01-06 06:00:00+00:00,844.385141559578,1.6303551814736563
2025-01-06 06:00:00+00:00,2025-01-06 07:00:00+00:00,858.6706874472786,1.6656082499338534
2025-01-06 07:00:00+00:00,2025-01-06 08:00:00+00:00,861.6498711871754,1.6888322982544173
2025-01-06 08:00:00+00:00,2025-01-06 09:00:00+00:00,854.7700997608802,1.6904011882216592
