start_time,end_time,carbon_intensity,water_intensity
2025-01-01 00:00:00+00:00,2025-01-01 00:15:00+00:00,429.5249692797002,1.6210975716058977
2025-01-01 00:15:00+00:00,2025-01-01 00:30:00+00:00,428.98747019133623,1.621223978724769
2025-01-01 00:30:00+00:00,2025-01-01 00:45:00+00:00,428.3244642459792,1.6199566320065406
2025-01-01 00:45:00+00:00,2025-01-01 01:00:00+00:00,427.72683303379983,1.6195963233773927
2025-01-01 01:00:00+00:00,2025-01-01 01:15:00+00:00,426.3992018408881,1.6218114490217095
2025-01-01 01:15:00+00:00,2025-01-01 01:30:00+00:00,425.53755297416797,1.6220736112645788
2025-01-01 01:30:00+00:00,2025-01-01 01:45:00+00:00,424.1262007171975,1.6211035144840868
2025-01-01 01:45:00+00:00,2025-01-01 02:00:00+00:00,423.76210282858216,1.6223829358472561
2025-01-01 02:00:00+00:00,2025-01-01 02:15:00+00:00,423.8810484015786,1.621007506598641
2025-01-01 02:15:00+00:00,2025-01-01 02:30:00+00:00,423.9213758901485,1.6189555801692175
2025-01-01 02:30:00+00:00,2025-01-01 02:45:00+00:00,424.86163877098454,1.6172545956403372
2025-01-01 02:45:00+00:00,2025-01-01 03:00:00+00:00,424.61176734690014,1.6148847830150206
2025-01-01 03:00:00+00:00,2025-01-01 03:15:00+00:00,425.6145316114657,1.6127999310158612
2025-01-01 03:15:00+00:00,2025-01-01 03:30:00+00:00,427.20924961781435,1.608779298093594
2025-01-01 03:30:00+00:00,2025-01-01 03:45:00+00:00,429.4002638587863,1.6074602935850597
2025-01-01 03:45:00+00:00,2025-01-01 04:00:00+00:00,432.96769859304095,1.6087406357103335
2025-01-01 04:00:00+00:00,2025-01-01 04:15:00+00:00,436.12097583577486,1.605231818078822
2025-01-01 04:15:00+00:00,2025-01-01 04:30:00+00:00,439.6395748028945,1.6029215577053209
2025-01-01 04:30:00+00:00,2025-01-01 04:45:00+00:00,443.6050329719726,1.601209910458165
2025-01-01 04:45:00+00:00,2025-01-01 05:00:00+00:00,447.8265120087905,1.5964705153173568
2025-01-01 05:00:00+00:00,2025-01-01 05:15:00+00:00,453.11759906424055,1.5880172931818053
2025-01-01 05:15:00+00:00,2025-01-01 05:30:00+00:00,456.2659417867365,1.5816922162706604
2025-01-01 05:30:00+00:00,2025-01-01 05:45:00+00:00,456.5600394533084,1.5678982859427217
2025-01-01 05:45:00+00:00,2025-01-01 06:00:00+00:00,455.9692425593124,1.55034930362126
2025-01-01 06:00:00+00:00,2025-01-01 06:15:00+00:00,461.3381064608865,1.549209021639726
2025-01-01 06:15:00+00:00,2025-01-01 06:30:00+00:00,460.9915162829415,1.541543767120729
2025-01-01 06:30:00+00:00,2025-01-01 06:45:00+00:00,459.4471525478401,1.5315548349547585
2025-01-01 06:45:00+00:00,2025-01-01 07:00:00+00:00,459.4533714790811,1.5254824365645345
2025-01-01 07:00:00+00:00,2025-01-01 07:15:00+00:00,459.46705936475485,1.513747322546463
2025-01-01 07:15:00+00:00,2025-01-01 07:30:00+00:00,459.1054729403808,1.5071824741147188
2025-01-01 07:30:00+00:00,2025-01-01 07:45:00+00:00,458.2008366466767,1.5000477773247758
2025-01-01 07:45:00+00:00,2025-01-01 08:00:00+00:00,456.99771480717897,1.4914817224328727
2025-01-01 08:00:00+00:00,2025-01-01 08:15:00+00:00,454.4124438821036,1.4814774297659263
2025-01-01 08:15:00+00:00,2025-01-01 08:30:00+00:00,452.3874203545698,1.4752692904972102
2025-01-01 08:30:00+00:00,2025-01-01 08:45:00+00:00,449.85873200542767,1.465135493743722
2025-01-01 08:45:00+00:00,2025-01-01 09:00:00+00:00,447.0296947375686,1.45539427050214
2025-01-01 09:00:00+00:00,2025-01-01 09:15:00+00:00,442.07897033407824,1.4462864221800407
2025-01-01 09:15:00+00:00,2025-01-01 09:30:00+00:00,439.9682845058581,1.4376996062005933
2025-01-01 09:30:00+00:00,2025-01-01 09:45:00+00:00,438.125959668991,1.42448797231534
2025-01-01 09:45:00+00:00,2025-01-01 10:00:00+00:00,435.76458375948226,1.4135341594551163
2025-01-01 10:00:00+00:00,2025-01-01 10:15:00+00:00,434.39870135818273,1.4102740612482718
2025-01-01 10:15:00+00:00,2025-01-01 10:30:00+00:00,432.44832772856444,1.406336563180827
2025-01-01 10:30:00+00:00,2025-01-01 10:45:00+00:00,430.92450499293176,1.4006003479998708
2025-01-01 10:45:00+00:00,2025-01-01 11:00:00+00:00,430.35287608221034,1.3961439692645787
2025-01-01 11:00:00+00:00,2025-01-01 11:15:00+00:00,430.37605177581617,1.3963975595023714
2025-01-01 11:15:00+00:00,2025-01-01 11:30:00+00:00,430.84129324085137,1.3955785249764217
2025-01-01 11:30:00+00:00,2025-01-01 11:45:00+00:00,430.8243562589611,1.3958210105477646
2025-01-01 11:45:00+00:00,2025-01-01 12:00:00+00:00,431.2656661322434,1.3981298530524562
2025-01-01 12:00:00+00:00,2025-01-01 12:15:00+00:00,431.3287604912065,1.3999909193091318
2025-01-01 12:15:00+00:00,2025-01-01 12:30:00+00:00,432.10813732256184,1.4041396327246218
2025-01-01 12:30:00+00:00,2025-01-01 12:45:00+00:00,433.8024917317343,1.4128310938114328
2025-01-01 12:45:00+00:00,2025-01-01 13:00:00+00:00,436.5958755639192,1.4336608853997106
2025-01-01 13:00:00+00:00,2025-01-01 13:15:00+00:00,440.01014770950195,1.4370456939815548
2025-01-01 13:15:00+00:00,2025-01-01 13:30:00+00:00,443.36981071353233,1.4390538545017924
2025-01-01 13:30:00+00:00,2025-01-01 13:45:00+00:00,447.3084722219973,1.449959101375149
2025-01-01 13:45:00+00:00,2025-01-01 14:00:00+00:00,451.2058841425799,1.462564461026769
2025-01-01 14:00:00+00:00,2025-01-01 14:15:00+00:00,455.9053950535357,1.4766190625287938
2025-01-01 14:15:00+00:00,2025-01-01 14:30:00+00:00,460.2908530697765,1.4886170661065603
2025-01-01 14:30:00+00:00,2025-01-01 14:45:00+00:00,465.51698334749057,1.5039196405183257
2025-01-01 14:45:00+00:00,2025-01-01 15:00:00+00:00,469.53261516032876,1.5160717507629142
2025-01-01 15:00:00+00:00,2025-01-01 15:15:00+00:00,473.9916203892994,1.5266334306396705
2025-01-01 15:15:00+00:00,2025-01-01 15:30:00+00:00,478.3218616298998,1.5376946309841135
2025-01-01 15:30:00+00:00,2025-01-01 15:45:00+00:00,480.8315887690047,1.5439464421383735
2025-01-01 15:45:00+00:00,2025-01-01 16:00:00+00:00,481.95406040773463,1.5446441531055124
2025-01-01 16:00:00+00:00,2025-01-01 16:15:00+00:00,482.4501915010108,1.5454721815343544
2025-01-01 16:15:00+00:00,2025-01-01 16:30:00+00:00,481.8666251844297,1.5451585095993072
2025-01-01 16:30:00+00:00,2025-01-01 16:45:00+00:00,481.233894688007,1.538632679478239
2025-01-01 16:45:00+00:00,2025-01-01 17:00:00+00:00,479.531046263041,1.5330785815816175
2025-01-01 17:00:00+00:00,2025-01-01 17:15:00+00:00,481.2124081205899,1.5386520349768094
2025-01-01 17:15:00+00:00,2025-01-01 17:30:00+00:00,477.89743548190694,1.5297248194452608
2025-01-01 17:30:00+00:00,2025-01-01 17:45:00+00:00,474.84793638201586,1.5210249223395915
2025-01-01 17:45:00+00:00,2025-01-01 18:00:00+00:00,474.2585678239081,1.5198740745742607
2025-01-01 18:00:00+00:00,2025-01-01 18:15:00+00:00,473.28136150511034,1.5202526270249317
2025-01-01 18:15:00+00:00,2025-01-01 18:30:00+00:00,477.16379476370423,1.5307853901518547
2025-01-01 18:30:00+00:00,2025-01-01 18:45:00+00:00,479.1272337786799,1.5353613483124458
2025-01-01 18:45:00+00:00,2025-01-01 19:00:00+00:00,480.6911714726002,1.5421476644905234
2025-01-01 19:00:00+00:00,2025-01-01 19:15:00+00:00,478.4561400160955,1.5442372068998722
2025-01-01 19:15:00+00:00,2025-01-01 19:30:00+00:00,481.04018477921625,1.5576810526292277
2025-01-01 19:30:00+00:00,2025-01-01 19:45:00+00:00,484.50331734625166,1.5727984298830362
2025-01-01 19:45:00+00:00,2025-01-01 20:00:00+00:00,484.1753192957604,1.5765489471856493
2025-01-01 20:00:00+00:00,2025-01-01 20:15:00+00:00,477.42891984320954,1.5676644816616383
2025-01-01 20:15:00+00:00,2025-01-01 20:30:00+00:00,478.23753802085565,1.575724526561784
2025-01-01 20:30:00+00:00,2025-01-01 20:45:00+00:00,478.37005359962825,1.5800386344242885
2025-01-01 20:45:00+00:00,2025-01-01 21:00:00+00:00,477.6794671526252,1.5831065159794768
2025-01-01 21:00:00+00:00,2025-01-01 21:15:00+00:00,472.44418042728597,1.5751020825059727
2025-01-01 21:15:00+00:00,2025-01-01 21:30:00+00:00,473.8591849600712,1.5838079256311934
2025-01-01 21:30:00+00:00,2025-01-01 21:45:00+00:00,474.74056089126947,1.591098632918928
