start_time,end_time,carbon_intensity,water_intensity
2025-01-01 00:00:00+00:00,2025-01-01 01:00:00+00:00,773.552202680952,1.4021218890686742
2025-01-01 01:00:00+00:00,2025-01-01 02:00:00+00:00,770.0384333709177,1.3961209087670237
2025-01-01 02:00:00+00:00,2025-01-01 03:00:00+00:00,770.8388850428299,1.3954114074356985
2025-01-01 03:00:00+00:00,2025-01-01 04:00:00+00:00,775.8286610532227,1.3987698205732757
2025-01-01 04:00:00+00:00,2025-01-01 05:00:00+00:00,780.7427048007314,1.406444954076246
2025-01-01 05:00:00+00:00,2025-01-01 06:00:00+00:00,787.160147239328,1.4102478822641051
2025-01-01 06:00:00+00:00,2025-01-01 07:00:00+00:00,778.2579002455716,1.390625756542706
2025-01-01 07:00:00+00:00,2025-01-01 08:00:00+00:00,760.5561079677252,1.3539612887976693
2025-01-01 08:00:00+00:00,2025-01-01 09:00:00+00:00,741.0443251500438,1.3177517936983183
2025-01-01 09:00:00+00:00,2025-01-01 10:00:00+00:00,726.3704906491055,1.2896664276751142
2025-01-01 10:00:00+00:00,2025-01-01 11:00:00+00:00,720.230923858818,1.276599552583549
2025-01-01 11:00:00+00:00,2025-01-01 12:00:00+00:00,720.4253910921841,1.2774222189968552
2025-01-01 12:00:00+00:00,2025-01-01 13:00:00+00:00,732.6114293608506,1.301993956210088
2025-01-01 13:00:00+00:00,2025-01-01 14:00:00+00:00,756.6299061681452,1.3438744064121455
2025-01-01 14:00:00+00:00,2025-01-01 15:00:00+00:00,780.4243935909689,1.3854669615700301
2025-01-01 15:00:00+00:00,2025-01-01 16:00:00+00:00,785.6022500521595,1.410111736939877
2025-01-01 16:00:00+00:00,2025-01-01 17:00:00+00:00,774.7468187032482,1.4047881692689634
2025-01-01 17:00:00+00:00,2025-01-01 18:00:00+00:00,766.9276860231473,1.3964078496810612
2025-01-01 18:00:00+00:00,2025-01-01 19:00:00+00:00,765.5379376728487,1.3897845507127624
2025-01-01 19:00:00+00:00,2025-01-01 20:00:00+00:00,772.2469420243408,1.3931782784391966
2025-01-01 20:00:00+00:00,2025-01-01 21:00:00+00:00,771.134095347458,1.3808554940599846
2025-01-01 21:00:00+00:00,2025-01-01 22:00:00+00:00,764.6927953677211,1.3702749312716545
