start_time,end_time,carbon_emitted,water_consumed
2025-01-01 00:00:00+00:00,2025-01-01 00:15:00+00:00,4380016818.475962,20057214.055821154
2025-01-01 00:15:00+00:00,2025-01-01 00:30:00+00:00,4332552925.25,19663128.170253847
2025-01-01 00:30:00+00:00,2025-01-01 00:45:00+00:00,4286600058.9759617,19540871.432307694
2025-01-01 00:45:00+00:00,2025-01-01 01:00:00+00:00,4228657381.581731,19441815.765248075
2025-01-01 01:00:00+00:00,2025-01-01 01:15:00+00:00,4166040038.8509617,19429537.59921923
2025-01-01 01:15:00+00:00,2025-01-01 01:30:00+00:00,4115825859.4759617,19225709.368284617
2025-01-01 01:30:00+00:00,2025-01-01 01:45:00+00:00,4101885167.0913463,19189509.67335192
2025-01-01 01:45:00+00:00,2025-01-01 02:00:00+00:00,4069687055.6490383,19132292.180478845
2025-01-01 02:00:00+00:00,2025-01-01 02:15:00+00:00,4037461565.855769,19303538.632390384
2025-01-01 02:15:00+00:00,2025-01-01 02:30:00+00:00,4023827797.3076925,19265423.151813462
2025-01-01 02:30:00+00:00,2025-01-01 02:45:00+00:00,4032860663.25,19195793.49901154
2025-01-01 02:45:00+00:00,2025-01-01 03:00:00+00:00,4018881359.076923,19083034.016209614
2025-01-01 03:00:00+00:00,2025-01-01 03:15:00+00:00,4021949239.5096154,19273467.412867308
2025-01-01 03:15:00+00:00,2025-01-01 03:30:00+00:00,4026202189.389423,19214808.944040384
2025-01-01 03:30:00+00:00,2025-01-01 03:45:00+00:00,4052940712.5240383,19300982.683009617
2025-01-01 03:45:00+00:00,2025-01-01 04:00:00+00:00,4084694147.1346154,19360159.622273076
2025-01-01 04:00:00+00:00,2025-01-01 04:15:00+00:00,4152373738.25,19375962.982675
2025-01-01 04:15:00+00:00,2025-01-01 04:30:00+00:00,4198619341.4278846,19449449.41651923
2025-01-01 04:30:00+00:00,2025-01-01 04:45:00+00:00,4255681639.1826925,19520922.761892308
2025-01-01 04:45:00+00:00,2025-01-01 05:00:00+00:00,4337052347.903846,19717514.264863458
2025-01-01 05:00:00+00:00,2025-01-01 05:15:00+00:00,4491901472.629807,19914464.76106923
2025-01-01 05:15:00+00:00,2025-01-01 05:30:00+00:00,4610484977.528846,20127152.871898077
2025-01-01 05:30:00+00:00,2025-01-01 05:45:00+00:00,4722953066.615385,20455892.502136536
2025-01-01 05:45:00+00:00,2025-01-01 06:00:00+00:00,4854178682.826923,20798543.64731923
2025-01-01 06:00:00+00:00,2025-01-01 06:15:00+00:00,5012657439.048077,20913902.51945577
2025-01-01 06:15:00+00:00,2025-01-01 06:30:00+00:00,5129781989.711538,21538662.044048075
2025-01-01 06:30:00+00:00,2025-01-01 06:45:00+00:00,5217581102.807693,21822345.89504423
2025-01-01 06:45:00+00:00,2025-01-01 07:00:00+00:00,5288118737.495193,21988202.053275004
2025-01-01 07:00:00+00:00,2025-01-01 07:15:00+00:00,5360867927.067307,21790794.630346153
2025-01-01 07:15:00+00:00,2025-01-01 07:30:00+00:00,5411427216.596154,22037312.40603846
2025-01-01 07:30:00+00:00,2025-01-01 07:45:00+00:00,5439146179.240385,22118514.81995
2025-01-01 07:45:00+00:00,2025-01-01 08:00:00+00:00,5459495085.418269,22272544.54464615
2025-01-01 08:00:00+00:00,2025-01-01 08:15:00+00:00,5487033598.115385,22532275.011496153
2025-01-01 08:15:00+00:00,2025-01-01 08:30:00+00:00,5505067916.850962,22466338.141965386
2025-01-01 08:30:00+00:00,2025-01-01 08:45:00+00:00,5520329518.384615,22202698.94695769
2025-01-01 08:45:00+00:00,2025-01-01 09:00:00+00:00,5511798392.360577,21899727.67518846
2025-01-01 09:00:00+00:00,2025-01-01 09:15:00+00:00,5516990685.745193,22110279.884175
2025-01-01 09:15:00+00:00,2025-01-01 09:30:00+00:00,5513395811.552885,22006893.449671153
2025-01-01 09:30:00+00:00,2025-01-01 09:45:00+00:00,5519078753.5625,21933021.1085
